Activity	0.07010627063938478,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.6992059672611974,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.542835859311335E-6,Event	2.0611536181902033E-9,Location	1.615811953493297E-4,Place	0.9997210139026379,MeanOfTransportation	2.0611536181902033E-9,Species	0.9997725555024856,SportsSeason	2.0611536181902033E-9,TimePeriod	3.888290301518078E-9,Work	0.9999983647777761
Activity	1.7022643542794746E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.005441042507022971,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0030703176893709903,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9945733436691953,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.14054701235583855,Agent	2.0611536181902033E-9,Organisation	5.05096111202552E-9,other	0.6033019078375988,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	4.082867052501797E-7,Event	2.0611536181902033E-9,Location	2.894022875549247E-5,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9983064849403682,SportsSeason	6.352000276316166E-9,TimePeriod	7.376842185951541E-8,Work	0.9999999979388464
Activity	0.01502738147438629,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.1580034013129947,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.7110717631363198E-8,Person	0.9997380681105212,Biomolecule	6.27657223782296E-7,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.557910828424837E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.4212379101282454E-7,Place	0.0642072461644821,MeanOfTransportation	2.0611536181902033E-9,Species	0.6427414652679414,SportsSeason	2.0611536181902033E-9,TimePeriod	2.8143767581987976E-5,Work	2.0611536181902033E-9
Activity	0.1324309999004808,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.1769635905732187,Person	1.289727857755015E-4,Biomolecule	2.0611536181902033E-9,CelestialBody	7.500383241870596E-5,ChemicalSubstance	2.7837839173617444E-6,Device	0.06347430624903835,Event	5.848614275170117E-5,Location	0.6942910129697292,Place	0.999997093300237,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999815440497644,SportsSeason	1.4158447515275917E-5,TimePeriod	1.9137384918068217E-6,Work	1.4887205571342583E-7
Activity	1.8444065423105503E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	1.6295483363203134E-7,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.16621146672836395,Agent	5.796770103383822E-9,Organisation	2.7644445385057848E-8,other	0.5640163156846889,Person	0.9999999979388464,Biomolecule	1.6198682285678553E-5,CelestialBody	6.150596916928866E-8,ChemicalSubstance	3.165457430481186E-7,Device	1.532517811762526E-5,Event	2.0611536181902033E-9,Location	6.862151431626362E-5,Place	2.0629170864882494E-6,MeanOfTransportation	2.0611536181902033E-9,Species	0.034839717899823125,SportsSeason	5.5037303441497185E-6,TimePeriod	0.001006898292847769,Work	2.0611536181902033E-9
Activity	0.011291528446116795,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	4.889141208103492E-5,Person	0.002873839028236942,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999726877559
Activity	0.03060848249491055,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	5.131045783859233E-9,Place	2.0611536181902033E-9,MeanOfTransportation	4.598784692481986E-6,Species	0.9997786410682603,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.7463080615418505
Activity	0.029766260093685253,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	5.455530048092551E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9993603037267789,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999532236436328,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	7.758987657547644E-4
Activity	1.850999844581992E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999957587029,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999985858543069
Activity	0.002735529625337994,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.2661204309019284,Agent	2.0611536181902033E-9,Organisation	2.32339265833157E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	0.007624143665431587,ChemicalSubstance	4.755580553945568E-6,Device	1.510894100272513E-6,Event	2.0611536181902033E-9,Location	2.471146148339822E-7,Place	5.615010805153784E-5,MeanOfTransportation	2.8516699896771453E-9,Species	0.01032733259501207,SportsSeason	8.567622875361533E-4,TimePeriod	0.0010327165674491286,Work	2.0611536181902033E-9
Activity	0.23614722404749414,Agent	0.9998658159892527,Organisation	2.0611536181902033E-9,other	0.9999986332958509,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	1.3617597212492754E-8,ChemicalSubstance	1.2677111670216355E-4,Device	1.7501665263512382E-4,Event	2.0611536181902033E-9,Location	1.5641020471565326E-6,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	1.0818462544719329E-5,SportsSeason	4.375640169348913E-5,TimePeriod	6.938713261981646E-4,Work	2.0611536181902033E-9
Activity	0.0043065036356838265,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.9999999979388464,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.015073599257240418,Agent	2.0611536181902033E-9,Organisation	7.718695735097461E-6,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.8844555880196459,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.08234861668346972,Agent	1.0923143457893605E-7,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9906130495708239,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	0.9999999979388464,Species	0.9990537643100292,SportsSeason	2.0611536181902033E-9,TimePeriod	2.3971557278895016E-7,Work	2.0611536181902033E-9
Activity	0.0744202867501899,Agent	2.0611536181902033E-9,Organisation	9.68377577965946E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.6575109613453353E-4,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.06041177059061066,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9998844490199037,Biomolecule	2.0611536181902033E-9,CelestialBody	2.5555244692360596E-9,ChemicalSubstance	1.036691838917206E-8,Device	1.585076719434953E-7,Event	2.0611536181902033E-9,Location	8.367661216801044E-7,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.0058902987581884265,SportsSeason	4.1173919222081424E-8,TimePeriod	1.99753342899969E-5,Work	2.0611536181902033E-9
Activity	2.0611536181902033E-9,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	3.4753039421948944E-4,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.038240215767866605,Agent	2.0611536181902033E-9,Organisation	0.999978754806157,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.3580562998335064E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.0011774910514212107,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	3.553388093788832E-6
Activity	0.2964605763817286,Agent	2.0611536181902033E-9,Organisation	1.551712499554072E-8,other	4.66957100102616E-4,Person	0.9999994372390981,Biomolecule	0.004151627357695504,CelestialBody	4.66643824923408E-8,ChemicalSubstance	5.177846717814171E-6,Device	2.895463716165517E-4,Event	3.488323572899123E-9,Location	3.201748537856505E-4,Place	0.9348142294205595,MeanOfTransportation	2.5793146936883E-9,Species	1.8397286631833667E-4,SportsSeason	1.819524540847222E-7,TimePeriod	0.005923457394388763,Work	2.0611536181902033E-9
Activity	0.0026270139673011386,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.08316830809460184,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2265879939268641,Agent	2.0611536181902033E-9,Organisation	0.08687386052830197,other	2.0611536181902033E-9,Person	0.9172186582001343,Biomolecule	1.7554399462464273E-7,CelestialBody	8.358429560818204E-4,ChemicalSubstance	1.203774433001209E-6,Device	1.184625106575293E-5,Event	2.0611536181902033E-9,Location	4.330819500649156E-6,Place	4.494075157136834E-9,MeanOfTransportation	1.3637183517997065E-8,Species	0.009854516200016854,SportsSeason	0.028631621461973483,TimePeriod	0.0010778028794919431,Work	2.413876261470951E-8
Activity	3.650617140811174E-4,Agent	2.0611536181902033E-9,Organisation	1.2559075172784417E-8,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	2.0611536181902033E-9,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.01481826987837481,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.12337324711078333,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.1557680164494119,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.999999997550408,Biomolecule	2.0611536181902033E-9,CelestialBody	1.6383407058083867E-6,ChemicalSubstance	4.403890273549293E-8,Device	7.485243565959017E-9,Event	2.0611536181902033E-9,Location	6.131876272503633E-8,Place	5.0904734799391485E-5,MeanOfTransportation	2.0611536181902033E-9,Species	0.08308971406327632,SportsSeason	2.903797530817502E-4,TimePeriod	2.555531529586821E-4,Work	2.0611536181902033E-9
Activity	0.006522698958753283,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	9.861136489123097E-8,Place	1.335453561270939E-7,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.07745515616093576,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9324625185923235,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.05396619496817178,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	2.0611536181902033E-9,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	3.1257313414496738E-6,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.11583291865591648,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9988118462545966,Person	0.9999999979388464,Biomolecule	2.088034344427813E-6,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.072674302310752E-9,Event	2.0611536181902033E-9,Location	1.1445205079419593E-8,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.998592405540143,SportsSeason	2.0611536181902033E-9,TimePeriod	1.438978477979581E-8,Work	2.0611536181902033E-9
Activity	2.4260263596463467E-8,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	5.372492518095625E-5,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2124546436530776,Agent	0.005026064259032654,Organisation	1.8453905675886344E-8,other	2.234274444520628E-9,Person	0.9999999961400432,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	3.0397722133060067E-6,Device	1.347627055657918E-4,Event	2.0611536181902033E-9,Location	1.3271884725491463E-7,Place	0.9999999979388464,MeanOfTransportation	8.489509416470352E-5,Species	2.6106071267591785E-8,SportsSeason	4.005078097239181E-5,TimePeriod	0.002969918763642121,Work	2.0611536181902033E-9
Activity	0.006157098358254467,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	1.027970514783465E-8
Activity	0.4167830432201775,Agent	2.0611536181902033E-9,Organisation	1.5564725803816836E-4,other	7.646781240166511E-8,Person	3.515644309081745E-8,Biomolecule	5.32455059544521E-4,CelestialBody	0.3941523556551641,ChemicalSubstance	0.002009379845977023,Device	4.4167451623753745E-4,Event	2.871909405962731E-8,Location	0.0026873032093862586,Place	0.9999740874575782,MeanOfTransportation	4.768447470673999E-5,Species	0.9763984528784263,SportsSeason	8.595691245828257E-4,TimePeriod	0.026088546848057642,Work	6.453002053983795E-4
Activity	0.027442285693750124,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999807593384,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0476613635403149,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.09745928077726784,Place	0.999999987423531,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999882699611903,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	1.7620819473616295E-7
Activity	2.7101322304741644E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.03062070597418441,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.0013121981257304168,Place	4.039463318393367E-8,MeanOfTransportation	2.0611536181902033E-9,Species	0.9648555109467752,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	5.798399940633416E-7
Activity	0.30362257001032217,Agent	0.07700480785751619,Organisation	1.0001370735195309E-7,other	3.1063987429842406E-4,Person	0.0016939778812833123,Biomolecule	9.857354876219255E-9,CelestialBody	0.09633844294343158,ChemicalSubstance	1.3170103995467676E-5,Device	0.004283722424073031,Event	2.2715842550647581E-7,Location	0.001625300139529777,Place	0.9688658239826153,MeanOfTransportation	0.9986863005106684,Species	0.6488652738591479,SportsSeason	0.011043034720391642,TimePeriod	0.016201962890807966,Work	0.978450995358319
Activity	0.17999531084130477,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.999974201542067,SportsSeason	2.0611536181902033E-9,TimePeriod	1.3790674244929767E-8,Work	2.0611536181902033E-9
Activity	0.16521286083715436,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	5.335136512939571E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.0490109202037532E-4,Place	8.553268557621612E-8,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	5.37238774455594E-7,Work	6.84408838467557E-5
Activity	9.905339936183829E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.013717174309591205,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	1.5484084511481333E-7,Species	0.07236214916012507,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.1716718444091253,Agent	2.0611536181902033E-9,Organisation	8.468731455370248E-6,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.945230560955329E-6,ChemicalSubstance	1.5277504598833867E-6,Device	3.7825377844558616E-9,Event	2.0611536181902033E-9,Location	0.19371314921161664,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	2.0611536181902033E-9,SportsSeason	1.1237671491306733E-8,TimePeriod	1.5297391461996387E-4,Work	2.0611536181902033E-9
